Review Title,Up Votes,Down Votes,Review text,Ratings,clean_review,sentiment
Simply awesome,0.0,0.0,Very goodREAD MORE,5,goodread,Positive
Slightly disappointed,0.0,0.0,Quality not goodREAD MORE,2,quality goodread,Negative
Brilliant,0.0,0.0,Good & original productREAD MORE,5,good original productread,Positive
Must buy!,0.0,0.0,Good qualityREAD MORE,5,good qualityread,Positive
Brilliant,0.0,0.0,Excellent.READ MORE,5,excellentread,Positive
Great product,0.0,0.0,Very goodREAD MORE,5,goodread,Positive
Utterly Disappointed,0.0,0.0,Bad product 🥴READ MORE,1,bad product read,Negative
Really Nice,0.0,0.0,NiceREAD MORE,4,niceread,Positive
Perfect product!,0.0,0.0,No one is like YonexREAD MORE,5,one like yonexread,Positive
Wonderful,0.0,0.0,Good build qualityREAD MORE,4,good build qualityread,Positive
Slightly disappointed,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Moderate,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Really Nice,0.0,0.0,"Not the original one which is made by Yonex company..look is completely same with the original product. it's very difficult to differentiate with original product.but when you play with this,you can feel the difference with original one.not lasting like original.good for beginners..READ MORE",3,original one made yonex companylook completely original product difficult differentiate original productbut play thisyou feel difference original onenot lasting like originalgood beginnersread,Neutral
Classy product,0.0,0.0,Gd productREAD MORE,5,gd productread,Positive
Awesome,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Wonderful,0.0,0.0,Nice productREAD MORE,5,nice productread,Positive
Does the job,0.0,0.0,SupebREAD MORE,4,supebread,Positive
Worth every penny,0.0,0.0,Very good 😊😊😊😊😊READ MORE,5,good read,Positive
Fabulous!,0.0,0.0,ExcellentREAD MORE,5,excellentread,Positive
Perfect product!,0.0,0.0,SuperREAD MORE,5,superread,Positive
Fabulous!,0.0,0.0,Very cheap quality... Didn't least fir one gameREAD MORE,3,cheap quality didnt least fir one gameread,Neutral
Pretty good,0.0,0.0,This product is a very bad and totally changed.READ MORE,2,product bad totally changedread,Negative
Worth the money,0.0,0.0,NiceREAD MORE,4,niceread,Positive
Excellent,0.0,0.0,Good itemREAD MORE,5,good itemread,Positive
Simply awesome,0.0,0.0,superREAD MORE,5,superread,Positive
Simply awesome,0.0,0.0,Nice product u can go for it.. Packing was good overall genuine product worth for money.READ MORE,4,nice product u go packing good overall genuine product worth moneyread,Positive
Excellent,0.0,0.0,Old productREAD MORE,3,old productread,Neutral
Excellent,0.0,0.0,Worth of costREAD MORE,5,worth costread,Positive
Terrific purchase,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Perfect product!,0.0,0.0,Best in mid range for daily useREAD MORE,5,best mid range daily useread,Positive
Wonderful,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Highly recommended,0.0,0.0,Very nice product.READ MORE,4,nice productread,Positive
Did not meet expectations,0.0,0.0,Nice product.READ MORE,4,nice productread,Positive
Wonderful,0.0,0.0,See getting mavis 350 in market is quite confused one with originality and it's transportation charge exceeds than our budget but flipkart made us so comfortable by providing highly original product with good packing and timy delivery.READ MORE,5,see getting mavis market quite confused one originality transportation charge exceeds budget flipkart made us comfortable providing highly original product good packing timy deliveryread,Positive
Super!,0.0,0.0,ExcellentREAD MORE,5,excellentread,Positive
Worth the money,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Really Nice,0.0,0.0,Better qualityREAD MORE,5,better qualityread,Positive
Brilliant,0.0,0.0,Good quality shuttles. Delivery is also fastREAD MORE,5,good quality shuttles delivery also fastread,Positive
Worth every penny,0.0,0.0,Original shuttle ❤️🔥READ MORE,5,original shuttle read,Positive
Pretty good,0.0,0.0,Very goodREAD MORE,5,goodread,Positive
Must buy!,0.0,0.0,Poor responsed from FlipkartREAD MORE,4,poor responsed flipkartread,Positive
Very Good,0.0,0.0,Fantastic….READ MORE,5,fantasticread,Positive
Best in the market!,0.0,0.0,Very very disappoinment Flipkart...I ordered 2set of mavis 350 shuttle but 12 shuttles are very very poor quality... 1shuttle only for 2 gameVer very disappoinmentREAD MORE,1,disappoinment flipkarti ordered set mavis shuttle shuttles poor quality shuttle gamever disappoinmentread,Negative
Highly recommended,0.0,0.0,Nuber one qualittyREAD MORE,5,nuber one qualittyread,Positive
Moderate,0.0,0.0,SuperREAD MORE,5,superread,Positive
Fabulous!,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Perfect product!,0.0,0.0,Value for moneyREAD MORE,4,value moneyread,Positive
Good,0.0,0.0,Original product love it..READ MORE,5,original product love itread,Positive
Classy product,0.0,0.0,Good to see that what is described by Brand and seller are spot on..Ideal for beginners to Amateur players.READ MORE,5,good see described brand seller spot onideal beginners amateur playersread,Positive
Delightful,0.0,0.0,Good oneREAD MORE,4,good oneread,Positive
Simply awesome,0.0,0.0,"Super,strongREAD MORE",5,superstrongread,Positive
Super!,0.0,0.0,"Price is too much,But can't compare with otherREAD MORE",4,price muchbut cant compare otherread,Positive
Highly recommended,0.0,0.0,GdREAD MORE,5,gdread,Positive
Good choice,0.0,0.0,Good productREAD MORE,5,good productread,Positive
Classy product,0.0,0.0,Quality is not goodREAD MORE,2,quality goodread,Negative
Pretty good,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Best in the market!,0.0,0.0,Worth to buyREAD MORE,5,worth buyread,Positive
Fabulous!,0.0,0.0,GoodREAD MORE,3,goodread,Neutral
Excellent,0.0,0.0,Superb quality . Thanks alot to deliver guyREAD MORE,5,superb quality thanks alot deliver guyread,Positive
Fabulous!,0.0,0.0,Ok okREAD MORE,4,ok okread,Positive
Good,0.0,0.0,Genuine and Original product by seller. Mavis 350 is slow and suited for Indian atmospheric conditions as per personal opinion.READ MORE,5,genuine original product seller mavis slow suited indian atmospheric conditions per personal opinionread,Positive
Really Nice,0.0,0.0,Very good service. Fast deliveryREAD MORE,5,good service fast deliveryread,Positive
Mind-blowing purchase,0.0,0.0,SuperREAD MORE,5,superread,Positive
Good,0.0,0.0,NiceREAD MORE,4,niceread,Positive
Excellent,0.0,0.0,Very niceREAD MORE,5,niceread,Positive
Good quality product,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Worth the money,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Good quality product,0.0,0.0,ExcellentREAD MORE,5,excellentread,Positive
Highly recommended,0.0,0.0,Good qualityREAD MORE,5,good qualityread,Positive
Awesome,0.0,0.0,Nice itemREAD MORE,5,nice itemread,Positive
Classy product,0.0,0.0,GoodREAD MORE,3,goodread,Neutral
Delightful,0.0,0.0,The product was good and good for smashes but not good for drop.READ MORE,4,product good good smashes good dropread,Positive
Delightful,0.0,0.0,Great product. Highly recommended for practice.READ MORE,5,great product highly recommended practiceread,Positive
Nice product,0.0,0.0,Price is higher than it's qualityREAD MORE,3,price higher qualityread,Neutral
Terrific purchase,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Wonderful,0.0,0.0,Nice oneREAD MORE,4,nice oneread,Positive
Good,0.0,0.0,Good qualityREAD MORE,4,good qualityread,Positive
Terrific,0.0,0.0,Good qualityREAD MORE,4,good qualityread,Positive
Utterly Disappointed,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Wonderful,0.0,0.0,Nice Product.READ MORE,5,nice productread,Positive
Simply awesome,0.0,0.0,Good productREAD MORE,5,good productread,Positive
Great product,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Terrific purchase,0.0,0.0,Very goodREAD MORE,4,goodread,Positive
Super!,0.0,0.0,Good to playREAD MORE,4,good playread,Positive
Terrific,0.0,0.0,Genuine best qualityREAD MORE,5,genuine best qualityread,Positive
Delightful,0.0,0.0,SuperREAD MORE,4,superread,Positive
Highly recommended,0.0,0.0,Good itemsREAD MORE,3,good itemsread,Neutral
Perfect product!,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Horrible,0.0,0.0,Waste of moneyREAD MORE,1,waste moneyread,Negative
Terrific purchase,0.0,0.0,Overall product is good except durability... It lasts only 3-4 days of heavy match...In this price range it's durability should be increased according to my opinion...READ MORE,4,overall product good except durability lasts days heavy matchin price range durability increased according opinionread,Positive
Great product,0.0,0.0,SuperREAD MORE,5,superread,Positive
Super!,0.0,0.0,Nice productREAD MORE,5,nice productread,Positive
Useless product,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Nice product,0.0,0.0,I am playing badminton from 2 years and I never use other shuttle than this and this shuttle is fabulous vREAD MORE,5,playing badminton years never use shuttle shuttle fabulous vread,Positive
Really Nice,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Worthless,0.0,0.0,"The Shuttles are genuine, you can easily go for it.READ MORE",4,shuttles genuine easily go itread,Positive
Super!,0.0,0.0,Best haiREAD MORE,5,best hairead,Positive
Mind-blowing purchase,0.0,0.0,Fantastic 👌👌👌READ MORE,5,fantastic read,Positive
Must buy!,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Moderate,0.0,0.0,OkREAD MORE,5,okread,Positive
Could be way better,0.0,0.0,SuperREAD MORE,5,superread,Positive
Just wow!,0.0,0.0,Cheapest and originalREAD MORE,5,cheapest originalread,Positive
Just wow!,0.0,0.0,Two pieces got damaged in single match#totally waste of money #READ MORE,1,two pieces got damaged single matchtotally waste money read,Negative
Good choice,0.0,0.0,OkayREAD MORE,4,okayread,Positive
Just wow!,0.0,0.0,Very Good and long lasting. The flight of the shuttlecock I'd goodREAD MORE,4,good long lasting flight shuttlecock id goodread,Positive
Perfect product!,0.0,0.0,Poor qualityREAD MORE,1,poor qualityread,Negative
Fabulous!,0.0,0.0,Nice FlowerREAD MORE,5,nice flowerread,Positive
Must buy!,0.0,0.0,GOODREAD MORE,5,goodread,Positive
Pretty good,0.0,0.0,Quick delivery and genuine productREAD MORE,5,quick delivery genuine productread,Positive
Mind-blowing purchase,0.0,0.0,Ball was not quite good. So don’t buy from them . I have bought more than 3 boxes . All three were not goodREAD MORE,2,ball quite good dont buy bought boxes three goodread,Negative
Terrific,0.0,0.0,WastREAD MORE,2,wastread,Negative
Mind-blowing purchase,0.0,0.0,Nice productREAD MORE,5,nice productread,Positive
Perfect product!,0.0,0.0,Loved itREAD MORE,5,loved itread,Positive
Mind-blowing purchase,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Classy product,0.0,0.0,Enjoyed playing with it.READ MORE,5,enjoyed playing itread,Positive
Value-for-money,0.0,0.0,Good productREAD MORE,5,good productread,Positive
Must buy!,0.0,0.0,Yonex mavis 350 nylon shuttle best Quality 😍😍READ MORE,5,yonex mavis nylon shuttle best quality read,Positive
Terrific purchase,0.0,0.0,ExcellentREAD MORE,5,excellentread,Positive
Good,0.0,0.0,"Best product at this price , one cork last for upto 20 to 25 matches if u play prpoerly.READ MORE",4,best product price one cork last upto matches u play prpoerlyread,Positive
Just wow!,0.0,0.0,Superb nice productsREAD MORE,5,superb nice productsread,Positive
Awesome,0.0,0.0,Original productREAD MORE,5,original productread,Positive
Terrific,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Perfect product!,0.0,0.0,Nice MAVIS350READ MORE,5,nice mavisread,Positive
Wonderful,0.0,0.0,Its goodREAD MORE,5,goodread,Positive
Perfect product!,0.0,0.0,Super productREAD MORE,5,super productread,Positive
Terrific purchase,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Pretty good,0.0,0.0,GreatREAD MORE,5,greatread,Positive
Best in the market!,0.0,0.0,Good quality and long life. Hard to get a simalar shuttleREAD MORE,5,good quality long life hard get simalar shuttleread,Positive
Wonderful,0.0,0.0,"Quickly gone ,had to use new shuttle everyday (roughfly 6,7 games)READ MORE",3,quickly gone use new shuttle everyday roughfly gamesread,Neutral
Good quality product,0.0,0.0,Good productREAD MORE,5,good productread,Positive
Nice,0.0,0.0,The best in the market. Durable+ good path.READ MORE,5,best market durable good pathread,Positive
Must buy!,0.0,0.0,Very nice and long lasting shuttle. Recommended.READ MORE,5,nice long lasting shuttle recommendedread,Positive
Fabulous!,0.0,0.0,Classy game feel the strung sound wile hitting those corkzzz that's really awesomeREAD MORE,5,classy game feel strung sound wile hitting corkzzz thats really awesomeread,Positive
Terrible product,0.0,0.0,"The Settle Mavis 350 given by you was very good and we got it more quickly according to it, thank you very much.READ MORE",4,settle mavis given good got quickly according thank muchread,Positive
Classy product,0.0,0.0,Very goodREAD MORE,5,goodread,Positive
Really Nice,0.0,0.0,Genuine product and fk delivery super fastREAD MORE,5,genuine product fk delivery super fastread,Positive
Brilliant,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Highly recommended,0.0,0.0,NiceREAD MORE,5,niceread,Positive
Highly recommended,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Utterly Disappointed,0.0,0.0,Good oneREAD MORE,4,good oneread,Positive
Value-for-money,0.0,0.0,Thank you❤❤❤❤❤READ MORE,3,thank youread,Neutral
Worth every penny,0.0,0.0,Thank you so much sir. For solving my problemREAD MORE,5,thank much sir solving problemread,Positive
Terrific purchase,0.0,0.0,SuperREAD MORE,5,superread,Positive
Just wow!,0.0,0.0,"Last two time delivered cork original quality but this time very low quality , i am very disappointedREAD MORE",1,last two time delivered cork original quality time low quality disappointedread,Negative
Good quality product,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Classy product,0.0,0.0,Nice 👍👍READ MORE,4,nice read,Positive
Best in the market!,0.0,0.0,NormalREAD MORE,5,normalread,Positive
Excellent,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Brilliant,0.0,0.0,Need 10 tubes moreREAD MORE,5,need tubes moreread,Positive
Wonderful,0.0,0.0,Recieved very bad quality product. Usually each shuttle last for some days but the entire box lasted for less than a week 😂. It's better to buy from shops.READ MORE,1,recieved bad quality product usually shuttle last days entire box lasted less week better buy shopsread,Negative
Wonderful,0.0,0.0,So far good. Will update review after a monthREAD MORE,4,far good update review monthread,Positive
Decent product,0.0,0.0,must buy.READ MORE,5,must buyread,Positive
Terrific,0.0,0.0,Nice shuttle for long run games… good for out door as wellREAD MORE,5,nice shuttle long run games good door wellread,Positive
Worth the money,0.0,0.0,The best shuttle.Using this shuttle for the past 2 years. So I recommend it. After trying many shuttle found out that is is the best one. Long lasting. durable.READ MORE,5,best shuttleusing shuttle past years recommend trying many shuttle found best one long lasting durableread,Positive
Pretty good,0.0,0.0,GoodREAD MORE,4,goodread,Positive
Must buy!,0.0,0.0,"Excellent flight, perfect for daily practiceREAD MORE",5,excellent flight perfect daily practiceread,Positive
Must buy!,0.0,0.0,GoodREAD MORE,5,goodread,Positive
Awesome Product,0.0,0.0,It is good productREAD MORE,5,good productread,Positive
Did not meet expectations,0.0,0.0,Ok goodREAD MORE,5,ok goodread,Positive
Expected a better product,0.0,0.0,ExcellentREAD MORE,5,excellentread,Positive
Mind-blowing purchase,0.0,0.0,Good shuttle and fast delivery by Flipkart.READ MORE,4,good shuttle fast delivery flipkartread,Positive
Mind-blowing purchase,0.0,0.0,"Shuttle was of poor quality, getting damaged to soon..I doubt it's duplicateREAD MORE",3,shuttle poor quality getting damaged sooni doubt duplicateread,Neutral
Wonderful,0.0,0.0,Superb shuttle....❤️READ MORE,5,superb shuttleread,Positive
Fair,0.0,0.0,NiceREAD MORE,4,niceread,Positive
Super!,0.0,0.0,everything is fine with this shuttlecock except its durabilityREAD MORE,4,everything fine shuttlecock except durabilityread,Positive
Highly recommended,0.0,0.0,Wow...fantastic....thanks flipkart.READ MORE,5,wowfantasticthanks flipkartread,Positive
Must buy!,0.0,0.0,Vvvv goodREAD MORE,5,vvvv goodread,Positive
Worth every penny,0.0,0.0,Super quality..READ MORE,5,super qualityread,Positive
Terrific purchase,0.0,0.0,Didn't expected this quality of product . The quality of each shuttle is similar to a 5rupees shuttle. Even didn't refunded the money. Wastage of money.READ MORE,1,didnt expected quality product quality shuttle similar rupees shuttle even didnt refunded money wastage moneyread,Negative
Pretty good,0.0,0.0,"Quality and durability is very low(not even 5 matches it withstood) when compared for this, i guess they have provided old stock for me!! Here there is a problem which is new stock and whch are old stockREAD MORE",2,quality durability lownot even matches withstood compared guess provided old stock problem new stock whch old stockread,Negative
